mir,diseases,num_diseases,num_papers,conservation,num_in_name,avg_expres,max_expres,num_tissues,miRbase_year,percent_cancer,num_targets,miranda_targets,targetscan_targets,mirdb_targets,num_diseases_thresh_2,paper_resids,no_paper_lr_pred,full_lr_pred,years_resids
hsa-mir-129-2,"Endometrial Neoplasms|Hepatitis B|Neoplasm Metastasis|Papillomavirus Infections|Adenocarcinoma|Breast Neoplasms|Pregnancy in Diabetics|Carcinoma, Hepatocellular|Lung Neoplasms|Liver Neoplasms|Neoplasm Invasiveness|Uterine Cervical Neoplasms|Diabetes Mellitus, Experimental|Carcinogenesis|Neural Tube Defects|Stomach Neoplasms|Seizures|Osteosarcoma|Epilepsy, Temporal Lobe|Brain Neoplasms|Carcinoma, Endometrioid|Glioma|Esophageal Neoplasms|Carcinoma|Carcinoma, Non-Small-Cell Lung",25,70,61,129,43.1777777777778,2644.9,14,2002,0.56,4707,427,1096,116,5,-11.544910252658504,21.251644143168875,20.42620593175975,-11.910596172197902
hsa-mir-134,"Myocardial Reperfusion Injury|Kidney Neoplasms|Endometrial Neoplasms|Osteoporosis|Neoplasm Metastasis|Adenocarcinoma|Breast Neoplasms|Liver Cirrhosis|Carcinoma, Hepatocellular|Lung Neoplasms|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Mouth Neoplasms|Carcinoma, Small Cell|Status Epilepticus|Liver Neoplasms|Pituitary Neoplasms|Carcinoma, Renal Cell|Neoplasms, Glandular and Epithelial|Neoplasm Invasiveness|Carcinoma, Ovarian Epithelial|Liver Neoplasms, Experimental|Intestinal Neoplasms|Neoplasms, Experimental|Carcinogenesis|Colorectal Neoplasms|Pre-Eclampsia|Neuroendocrine Tumors|Stomach Neoplasms|Seizures|Diabetes, Gestational|Cell Transformation, Neoplastic|Adenoma|Glioblastoma|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Lymphatic Metastasis|Triple Negative Breast Neoplasms|Epilepsy, Temporal Lobe|Brain Neoplasms|Adenocarcinoma, Clear Cell|Ischemia|Head and Neck Neoplasms|Myocardial Infarction|Glioma|Esophageal Neoplasms|Laryngeal Neoplasms|Melanoma, Experimental|Small Cell Lung Carcinoma|Carcinoma, Non-Small-Cell Lung",52,234,15,134,84.2155555555556,1775.4,15,2002,0.653846153846154,297,673,2567,134,23,-22.85575221745608,49.50853092806631,48.84594587555883,-38.9105961721979
hsa-mir-136,"Kidney Neoplasms|Endometrial Neoplasms|Prostatic Neoplasms|Acute Kidney Injury|Neoplasm Metastasis|Adenocarcinoma|Atherosclerosis|Breast Neoplasms|Carcinoma, Hepatocellular|Lung Neoplasms|Neoplasm Recurrence, Local|Carcinoma, Squamous Cell|Venous Thrombosis|Bone Neoplasms|Liver Neoplasms|Ovarian Neoplasms|Carcinoma, Renal Cell|Neoplasms, Glandular and Epithelial|Neoplasm Invasiveness|Colonic Neoplasms|Uterine Cervical Neoplasms|Carcinoma, Ovarian Epithelial|Bone Diseases, Metabolic|Polycystic Ovary Syndrome|Pancreatic Neoplasms|Pre-Eclampsia|Carcinogenesis|Colorectal Neoplasms|Peritoneal Neoplasms|Stomach Neoplasms|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Neuralgia|Triple Negative Breast Neoplasms|Brain Neoplasms|Coronary Artery Disease|Glioma|Esophageal Neoplasms|Hepatitis B, Chronic|Laryngeal Neoplasms|Acute Lung Injury|Adenocarcinoma of Lung|Gallbladder Neoplasms|Carcinoma, Non-Small-Cell Lung",44,138,16,136,358.347037037037,12640.4,15,2002,0.659090909090909,706,1589,1497,111,19,-24.039649603916036,42.974390343965084,41.878563414213374,-30.910596172197902
hsa-mir-138-1,"Lung Neoplasms|Cell Transformation, Neoplastic|Femur Head Necrosis",3,6,47,138,36.2568518518519,2926.0,15,2007,0.333333333333333,158,708,317,65,0,4.332491489701525,3.497182563800751,3.767246299534419,10.109123481065069
hsa-mir-146a,"Hypersensitivity|Papillomavirus Infections|Atherosclerosis|Epstein-Barr Virus Infections|Carcinoma, Hepatocellular|Hemorrhagic Fever with Renal Syndrome|Pneumonia, Mycoplasma|Carcinoma, Renal Cell|Penile Neoplasms|Neoplasm Invasiveness|Colonic Neoplasms|Aortic Aneurysm, Thoracic|Carcinoma, Pancreatic Ductal|Purpura, Thrombocytopenic, Idiopathic|Thyroid Neoplasms|Thyroid Cancer, Papillary|Stomach Neoplasms|Retinoblastoma|Leprosy|Abortion, Habitual|Astrocytoma|Cardiomegaly|Triple Negative Breast Neoplasms|Epilepsy, Temporal Lobe|Pressure Ulcer|Helicobacter Infections|Hyperglycemia|Coronary Artery Disease|Esophageal Neoplasms|Polymyositis|Tuberculosis, Pulmonary|Acute Lung Injury|Rhinitis, Allergic|Leukemia, Myelomonocytic, Acute|Ischemic Stroke|Acute Kidney Injury|Adenocarcinoma|Pregnancy Complications, Cardiovascular|Cryptococcosis|Mesenteric Ischemia|Neoplasm Recurrence, Local|Thrombocytopenia|HIV Infections|Cattle Diseases|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Diabetic Angiopathies|Phlebotomus Fever|Leukemia-Lymphoma, Adult T-Cell|Arthritis, Rheumatoid|Neuroblastoma|Brain Ischemia|Diabetes Mellitus|Hepatitis C|Glioma|Diabetic Foot|Neoplastic Cells, Circulating|Lichen Planus, Oral|Coxsackievirus Infections|Graves Ophthalmopathy|Reperfusion Injury|Aortic Dissection|Kidney Neoplasms|Hyperalgesia|Adenocarcinoma, Follicular|Neoplasm Metastasis|Skin Neoplasms|Hepatitis A|Adenocarcinoma, Mucinous|Cardiotoxicity|Carcinoma, Signet Ring Cell|Diabetic Retinopathy|Liver Cirrhosis|Dermatomyositis|Melanoma|Urethral Stricture|Lung Neoplasms|Carcinoma, Squamous Cell|Ovarian Neoplasms|Liver Neoplasms|Sarcoma, Kaposi|Urinary Bladder Neoplasms|Thrombosis|Lymphoma, Extranodal NK-T-Cell|Primary Ovarian Insufficiency|Uterine Cervical Neoplasms|Diabetes Mellitus, Experimental|Arthritis, Juvenile|Poultry Diseases|Enterovirus Infections|Cell Transformation, Neoplastic|Sepsis|Choroidal Neovascularization|Femur Head Necrosis|Glioblastoma|Lymphatic Metastasis|Sjogren's Syndrome|Osteoarthritis|Diabetes Complications|Retinal Neoplasms|Influenza, Human|Hepatitis B, Chronic|Adenocarcinoma of Lung|Diabetes Mellitus, Type 2|Leukemia, Myeloid, Acute|Neurogenic Inflammation|Diabetic Nephropathies|Prostatic Neoplasms|Melioidosis|Neonatal Sepsis|Breast Neoplasms|Nervous System Autoimmune Disease, Experimental|Leukemia, Lymphocytic, Chronic, B-Cell|Coronavirus Infections|Mouth Neoplasms|Fatty Liver|Hereditary Autoinflammatory Diseases|Neoplasms, Glandular and Epithelial|Carcinoma, Ovarian Epithelial|Carcinoma, Papillary|Pre-Eclampsia|Food Hypersensitivity|Pulmonary Disease, Chronic Obstructive|Esophageal Squamous Cell Carcinoma|Precancerous Conditions|Myocardial Ischemia|Cardiomyopathies|Brain Neoplasms|Ischemia|Myocardial Infarction|Lupus Nephritis|Carcinoma|Heart Failure|Colitis|Stroke|Carcinoma, Non-Small-Cell Lung",137,1948,56,146,3783.06851851852,377701.1,15,2002,0.335766423357664,5691,2873,2024,323,58,56.1150823699644,129.04944068580213,135.29901196855607,-123.9105961721979
hsa-mir-149,"Leukemia, Myeloid, Acute|Myocardial Reperfusion Injury|Prostatic Neoplasms, Castration-Resistant|Colitis, Ulcerative|Endometrial Neoplasms|Kidney Neoplasms|Prostatic Neoplasms|Neoplasm Metastasis|Nasopharyngeal Neoplasms|Adenocarcinoma|Atherosclerosis|Breast Neoplasms|Glaucoma|Crohn Disease|Pulmonary Fibrosis|Carcinoma, Hepatocellular|Melanoma|Lung Neoplasms|Neoplasm Recurrence, Local|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Mouth Neoplasms|Liver Neoplasms|Nasopharyngeal Carcinoma|Glomerulonephritis, Membranous|Bile Duct Neoplasms|Pituitary Neoplasms|Carcinoma, Renal Cell|Adrenal Cortex Neoplasms|Arthritis, Experimental|Neoplasm Invasiveness|Colonic Neoplasms|Cholangiocarcinoma|Uterine Cervical Neoplasms|Carcinoma, Ovarian Epithelial|Pancreatic Neoplasms|Pre-Eclampsia|Carcinogenesis|Colorectal Neoplasms|Thyroid Neoplasms|Neoplasms, Experimental|Stomach Neoplasms|Cell Transformation, Neoplastic|Astrocytoma|Tongue Neoplasms|Esophageal Squamous Cell Carcinoma|Glioblastoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Neuroblastoma|Lymphatic Metastasis|Triple Negative Breast Neoplasms|Cerebral Infarction|Osteoarthritis, Knee|Brain Neoplasms|Osteoarthritis|Head and Neck Neoplasms|Anthracosis|Intracranial Hypertension|Glioma|Esophageal Neoplasms|Psoriasis|Carcinoma|Laryngeal Neoplasms|Adenocarcinoma of Lung|Carcinoma, Non-Small-Cell Lung",67,429,13,149,316.160740740741,27167.7,14,2002,0.641791044776119,2398,1429,5652,586,36,-19.200960651209293,78.65659257227978,77.80467646725214,-53.9105961721979
hsa-mir-150,"Prostatic Neoplasms, Castration-Resistant|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Atherosclerosis|Carcinoma, Hepatocellular|Myelodysplastic Syndromes|Glomerulosclerosis, Focal Segmental|Neoplasm Invasiveness|Colonic Neoplasms|Carcinoma, Pancreatic Ductal|Thyroid Neoplasms|Thyroid Cancer, Papillary|Peritoneal Neoplasms|Stomach Neoplasms|Endometriosis|Respiratory Distress Syndrome|Cystadenocarcinoma, Serous|Osteosarcoma|Retinal Neovascularization|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Hypercholesterolemia|Esophageal Neoplasms|Acute Lung Injury|Rhinitis|Lymphoma, T-Cell|Acute Kidney Injury|Nasopharyngeal Neoplasms|Adenocarcinoma|Sinusitis|Neoplasm Recurrence, Local|Venous Thrombosis|Burkitt Lymphoma|Brain Injuries|HIV Infections|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Lymphoma, Mantle-Cell|Lymphoma, Follicular|Leukemia-Lymphoma, Adult T-Cell|Neuralgia|Diabetic Cardiomyopathies|Diabetes Mellitus|Glioma|Ureteral Obstruction|Leiomyoma|Sciatic Neuropathy|Myopia|Hyperalgesia|Osteoporosis|Neoplasm Metastasis|Skin Neoplasms|Liver Cirrhosis|Melanoma|Lung Neoplasms|Bone Neoplasms|Carcinoma, Squamous Cell|Ovarian Neoplasms|Liver Neoplasms|Urinary Bladder Neoplasms|Lymphoma, Extranodal NK-T-Cell|Rheumatic Diseases|Uterine Cervical Neoplasms|Cell Transformation, Neoplastic|Sepsis|Choroidal Neovascularization|Hypertension, Pulmonary|Squamous Cell Carcinoma of Head and Neck|Lymphatic Metastasis|Hypoxia-Ischemia, Brain|Lupus Erythematosus, Systemic|Leukemia|Psoriasis|Anemia, Aplastic|Adenocarcinoma of Lung|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Prostatic Neoplasms|Diabetic Nephropathies|Breast Neoplasms|Nasopharyngeal Carcinoma|Obesity|Scleroderma, Systemic|Neoplasms, Glandular and Epithelial|Carcinoma, Ovarian Epithelial|Intestinal Neoplasms|Carcinoma, Papillary|Simian Acquired Immunodeficiency Syndrome|Pulmonary Disease, Chronic Obstructive|Esophageal Squamous Cell Carcinoma|Peripheral Nerve Injuries|Brain Neoplasms|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Ischemia|Multiple Myeloma|Myocardial Infarction|Head and Neck Neoplasms|Lymphoma, T-Cell, Cutaneous|Lupus Nephritis|Melanoma, Experimental|Carcinoma|Carcinoma, Non-Small-Cell Lung|Macular Degeneration|Lymphoma",104,795,23,150,2719.96444444444,75130.5,15,2002,0.5,1092,1563,1816,310,41,-21.18735186533071,85.84333605627116,86.88945609193988,-90.9105961721979
hsa-mir-154,"Brain Injuries, Traumatic|Kidney Neoplasms|Prostatic Neoplasms|Neoplasm Metastasis|Skin Neoplasms|Breast Neoplasms|Pulmonary Fibrosis|Melanoma|Carcinoma, Hepatocellular|Bone Neoplasms|Carcinoma, Squamous Cell|Liver Neoplasms|Urinary Bladder Neoplasms|Carcinoma, Renal Cell|Neoplasm Invasiveness|Carcinoma, Papillary|Neoplasms, Experimental|Carcinogenesis|Thyroid Neoplasms|Thyroid Cancer, Papillary|Colorectal Neoplasms|Stomach Neoplasms|Glioblastoma|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Lymphatic Metastasis|Brain Neoplasms|Head and Neck Neoplasms|Glioma|Esophageal Neoplasms|Laryngeal Neoplasms|Carcinoma, Non-Small-Cell Lung",33,83,237,154,20.6248148148148,737.5,14,2002,0.757575757575758,274,1701,1207,163,14,-18.301257481575384,33.31068317888507,32.76727276759922,-19.910596172197902
hsa-mir-184,"Kidney Neoplasms|Corneal Neovascularization|Neoplasm Metastasis|Skin Neoplasms|Nasopharyngeal Neoplasms|Papillomavirus Infections|Breast Neoplasms|Carcinoma, Hepatocellular|Lung Neoplasms|Carcinoma, Squamous Cell|Bone Neoplasms|Heart Defects, Congenital|Liver Neoplasms|Nasopharyngeal Carcinoma|Cataract|Carcinoma, Renal Cell|Neoplasm Invasiveness|Colonic Neoplasms|Carcinoma, Pancreatic Ductal|Pancreatic Neoplasms|Carcinogenesis|Idiopathic Pulmonary Fibrosis|Central Nervous System Neoplasms|Cell Transformation, Neoplastic|Glioblastoma|Tongue Neoplasms|Osteosarcoma|Neuroblastoma|Lymphatic Metastasis|Brain Neoplasms|Glioma|Abortion, Spontaneous|Carcinoma|Keratoconus|Adenocarcinoma of Lung|Carcinoma, Non-Small-Cell Lung|Macular Degeneration|Lymphoma",38,181,66,184,538.11037037037,32384.1,15,2003,0.631578947368421,110,246,832,9,18,-13.92602889956418,39.297748487232205,38.621263233803774,-24.90665224154531
hsa-mir-185,"Leukemia, Myeloid, Acute|Kidney Neoplasms|Hepatitis B|Prostatic Neoplasms|Neoplasm Metastasis|Skin Neoplasms|Nasopharyngeal Neoplasms|Breast Neoplasms|Hypopharyngeal Neoplasms|Carcinoma, Hepatocellular|Melanoma|Lung Neoplasms|Bone Neoplasms|Carcinoma, Squamous Cell|Ovarian Neoplasms|Liver Neoplasms|Mouth Neoplasms|Nasopharyngeal Carcinoma|Carcinoma, Renal Cell|Neoplasms, Glandular and Epithelial|Neoplasm Invasiveness|Nephrosclerosis|Colonic Neoplasms|Carcinoma, Pancreatic Ductal|Diabetes Mellitus, Experimental|Pancreatic Neoplasms|Neoplasms, Experimental|Vascular Diseases|Carcinogenesis|Colorectal Neoplasms|Diabetic Angiopathies|Idiopathic Pulmonary Fibrosis|Stomach Neoplasms|Uveal Neoplasms|Central Nervous System Neoplasms|Cell Transformation, Neoplastic|Glioblastoma|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Squamous Cell Carcinoma of Head and Neck|Lymphatic Metastasis|Hypertension|Triple Negative Breast Neoplasms|Brain Neoplasms|Head and Neck Neoplasms|Myocardial Infarction|Hepatitis C|Glioma|Esophageal Neoplasms|Carcinoma|Laryngeal Neoplasms|Adenocarcinoma of Lung|Diabetes Mellitus, Type 2|Carcinoma, Non-Small-Cell Lung",55,347,14,185,1852.79333333333,78499.2,15,2003,0.690909090909091,2244,2003,5654,418,30,-15.045539668810505,68.22846467348462,67.36908588048667,-41.90665224154531
hsa-mir-186,"Leukemia, Myeloid, Acute|Myocardial Reperfusion Injury|Kidney Neoplasms|Hyperalgesia|Osteoporosis|Endometrial Neoplasms|Prostatic Neoplasms|Neoplasm Metastasis|Skin Neoplasms|Nasopharyngeal Neoplasms|Adenocarcinoma|Atherosclerosis|Breast Neoplasms|Carcinoma, Hepatocellular|Melanoma|Lung Neoplasms|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Liver Neoplasms|Mouth Neoplasms|Nasopharyngeal Carcinoma|Glomerulonephritis, Membranous|Bile Duct Neoplasms|Urinary Bladder Neoplasms|HIV Infections|Carcinoma, Renal Cell|Arthritis, Experimental|Neoplasm Invasiveness|Colonic Neoplasms|Uterine Cervical Neoplasms|Cholangiocarcinoma|Carcinoma, Ovarian Epithelial|Polycystic Ovary Syndrome|Carcinoma, Pancreatic Ductal|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Osteonecrosis|Stomach Neoplasms|Retinoblastoma|Sepsis|Cell Transformation, Neoplastic|Glioblastoma|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lymphatic Metastasis|Neuroblastoma|Neuralgia|Triple Negative Breast Neoplasms|Brain Ischemia|Brain Neoplasms|Mucocutaneous Lymph Node Syndrome|Ischemia|Osteoarthritis|Head and Neck Neoplasms|Myocardial Infarction|Multiple Myeloma|Glioma|Esophageal Neoplasms|Blood Coagulation Disorders|Acute Lung Injury|Osteoporosis, Postmenopausal|Adenocarcinoma of Lung|Stroke|Carcinoma, Non-Small-Cell Lung|Reperfusion Injury",69,254,17,186,2178.8262962963,22183.2,15,2003,0.579710144927536,3318,3694,497,698,37,-37.94244026194359,81.81589614808264,78.8548124576797,-55.90665224154531
hsa-mir-188,"Lymphoma, T-Cell|Myocardial Reperfusion Injury|Hepatitis B|Diabetic Nephropathies|Prostatic Neoplasms|Neoplasm Metastasis|Breast Neoplasms|Liver Cirrhosis|Carcinoma, Hepatocellular|Lung Neoplasms|Bone Neoplasms|Carcinoma, Squamous Cell|Mouth Neoplasms|Liver Neoplasms|Non-alcoholic Fatty Liver Disease|Urinary Bladder Neoplasms|Neoplasm Invasiveness|Cholangiocarcinoma|Uterine Cervical Neoplasms|Pancreatic Neoplasms|Diabetes Mellitus, Experimental|Carcinogenesis|Thyroid Cancer, Papillary|Thyroid Neoplasms|Azoospermia|Stomach Neoplasms|Keloid|Glioblastoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lymphatic Metastasis|Brain Neoplasms|Cognitive Dysfunction|Multiple Myeloma|Hepatitis C|Glioma|Adenocarcinoma of Lung|Gallbladder Neoplasms|Stroke|Carcinoma, Non-Small-Cell Lung",41,108,41,188,7.41111111111111,285.2,14,2003,0.585365853658537,899,1747,2644,231,15,-23.909617537184772,35.48473322735453,34.83011186926808,-27.90665224154531
hsa-mir-190a,Glioma|Prostatic Neoplasms|Neoplasm Invasiveness|Brain Neoplasms|Diabetes Mellitus,5,39,77,190,24.4545679012346,903.1,15,2003,0.4,1970,1389,1395,1709,0,5.489456216297135,3.5970384621185034,4.5307966880975075,8.093347758454692
hsa-mir-193a,"Leukemia, Myeloid, Acute|Kidney Neoplasms|Prostatic Neoplasms, Castration-Resistant|Colitis, Ulcerative|Prostatic Neoplasms|Neoplasm Metastasis|Skin Neoplasms|Carcinoma, Intraductal, Noninfiltrating|Nasopharyngeal Neoplasms|Adenocarcinoma|Breast Neoplasms|Pulmonary Fibrosis|Melanoma|Carcinoma, Hepatocellular|Lung Neoplasms|Neoplasm Recurrence, Local|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Liver Neoplasms|Glomerulosclerosis, Focal Segmental|Nasopharyngeal Carcinoma|Urinary Bladder Neoplasms|Carcinoma, Renal Cell|Neoplasms, Glandular and Epithelial|Neoplasm Invasiveness|Aortic Aneurysm, Thoracic|Colonic Neoplasms|Carcinoma, Ovarian Epithelial|Intervertebral Disc Degeneration|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Stomach Neoplasms|Carcinoma, Ductal, Breast|Glioblastoma|Esophageal Squamous Cell Carcinoma|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Pleural Neoplasms|Mesothelioma|Brain Neoplasms|Head and Neck Neoplasms|Myocardial Infarction|Leukemia|Glioma|Esophageal Neoplasms|Neoplastic Cells, Circulating|Carcinoma|Carcinoma, Non-Small-Cell Lung|Mesothelioma, Malignant",51,297,56,193,192.525925925926,27799.2,15,2003,0.705882352941177,835,866,2715,108,32,-15.828819557591736,68.4698881857486,67.00844420434181,-37.90665224154531
hsa-mir-194-1,,0,2,49,194,152.033827160494,11638.3,15,2003,0.0,0,0,0,0,0,6.949829098599026,1.825622430365227,1.9278771748257628,13.093347758454692
hsa-mir-195,"Prostatic Neoplasms, Castration-Resistant|Endometrial Neoplasms|Lymphoma, Large B-Cell, Diffuse|Aortic Valve Disease|Carcinoma, Hepatocellular|Premature Birth|Meningeal Neoplasms|Carcinoma, Renal Cell|Neoplasm Invasiveness|Colonic Neoplasms|Thyroid Neoplasms|Thyroid Cancer, Papillary|Stomach Neoplasms|Endometriosis|Hemangioblastoma|Bicuspid Aortic Valve Disease|Osteosarcoma|Triple Negative Breast Neoplasms|Cognitive Dysfunction|Wilms Tumor|Esophageal Neoplasms|Leg Ulcer|Colitis, Ulcerative|Hirschsprung Disease|Nasopharyngeal Neoplasms|Adenocarcinoma|Intracranial Arteriovenous Malformations|Endotoxemia|Neoplasm Recurrence, Local|Prostatic Hyperplasia|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Ossification of Posterior Longitudinal Ligament|Diabetes, Gestational|Chemical and Drug Induced Liver Injury|Central Nervous System Neoplasms|Neuroblastoma|Glioma|Diabetic Foot|Heart Valve Diseases|Rectal Neoplasms|Kidney Neoplasms|Osteoporosis|Neoplasm Metastasis|Skin Neoplasms|Diabetic Retinopathy|Liver Cirrhosis|Melanoma|Lung Neoplasms|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Liver Neoplasms|Urinary Bladder Neoplasms|Uterine Cervical Neoplasms|Polycystic Ovary Syndrome|Arteriovenous Fistula|Diabetes Mellitus, Experimental|Enterovirus Infections|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Cell Transformation, Neoplastic|Sepsis|Glioblastoma|Squamous Cell Carcinoma of Head and Neck|Lymphatic Metastasis|Osteoarthritis|Adenocarcinoma of Lung|Prostatic Neoplasms|Calcinosis|Aortic Valve Stenosis|Meningioma|Breast Neoplasms|Mouth Neoplasms|Alzheimer Disease|Noonan Syndrome|Nasopharyngeal Carcinoma|Cholangiocarcinoma|Carcinoma, Ovarian Epithelial|Pre-Eclampsia|Carcinoma, Ductal, Breast|Heart Diseases|Esophageal Squamous Cell Carcinoma|Pulmonary Disease, Chronic Obstructive|Cerebral Infarction|Brain Neoplasms|Ischemia|Head and Neck Neoplasms|Mycosis Fungoides|Laryngeal Neoplasms|Carcinoma|Heart Failure|Carcinoma, Non-Small-Cell Lung",93,645,168,195,153.245185185185,6004.6,15,2003,0.516129032258065,4256,3819,2754,844,49,-24.537191531674395,106.97104903706153,105.82296548807766,-79.9066522415453
hsa-mir-206,"Endometrial Neoplasms|Neoplasms, Hormone-Dependent|Atherosclerosis|Encephalitis, Viral|Spinal Muscular Atrophies of Childhood|Carcinoma, Hepatocellular|Carcinoma, Renal Cell|Neoplasm Invasiveness|Colonic Neoplasms|Carcinoma, Pancreatic Ductal|Thyroid Carcinoma, Anaplastic|Thyroid Neoplasms|Rhabdoid Tumor|Neoplasms, Connective and Soft Tissue|Thyroid Cancer, Papillary|Stomach Neoplasms|Endometriosis|Osteosarcoma|Triple Negative Breast Neoplasms|Orthomyxoviridae Infections|Muscular Atrophy, Spinal|Hyperglycemia|Coronary Artery Disease|Esophageal Neoplasms|Colitis, Ulcerative|Hirschsprung Disease|Adenocarcinoma|Cerebellar Neoplasms|Neoplasm Recurrence, Local|Muscular Dystrophies, Limb-Girdle|Bile Duct Neoplasms|Myasthenic Syndromes, Congenital|Pancreatic Neoplasms|Carcinogenesis|Colorectal Neoplasms|Neuroblastoma|Rhabdomyosarcoma|Muscle Neoplasms|Myoepithelioma|Glioma|Rhabdomyosarcoma, Embryonal|Familial Primary Pulmonary Hypertension|Coxsackievirus Infections|Reperfusion Injury|Kidney Neoplasms|Corneal Injuries|Neoplasm Metastasis|Skin Neoplasms|Melanoma|Lung Neoplasms|Bone Neoplasms|Carcinoma, Squamous Cell|Ovarian Neoplasms|Liver Neoplasms|Muscle Weakness|Uterine Cervical Neoplasms|Neurotoxicity Syndromes|Lung Injury|Keratitis|Cell Transformation, Neoplastic|Femur Head Necrosis|Glioblastoma|Hypertension, Pulmonary|Squamous Cell Carcinoma of Head and Neck|Myositis|Lymphatic Metastasis|Medulloblastoma|Osteoarthritis, Knee|Corneal Opacity|Osteoarthritis|Carcinoma, Endometrioid|Influenza, Human|Hemangioma|Osteoporosis, Postmenopausal|Sarcoma|Adenocarcinoma of Lung|Gallbladder Neoplasms|Myocardial Reperfusion Injury|Leukemia, Myeloid, Acute|Sarcoma, Synovial|Muscular Dystrophy, Duchenne|Prostatic Neoplasms|Corneal Neovascularization|Breast Neoplasms|Non-alcoholic Fatty Liver Disease|Alzheimer Disease|Nasopharyngeal Carcinoma|Neoplasms, Glandular and Epithelial|Cholangiocarcinoma|Carcinoma, Ovarian Epithelial|Carcinoma, Papillary|Pre-Eclampsia|Neurilemmoma|Rhabdomyosarcoma, Alveolar|Carcinoma, Ductal, Breast|Esophageal Squamous Cell Carcinoma|Pulmonary Disease, Chronic Obstructive|Chondrosarcoma|Brain Neoplasms|Ischemia|Head and Neck Neoplasms|Myocardial Infarction|Muscular Atrophy|Carcinoma|Laryngeal Neoplasms|Carcinoma, Non-Small-Cell Lung",106,566,146,206,101.827407407407,3349.1,12,2003,0.537735849056604,234,1163,1218,392,44,-45.09477375594874,89.36728517671214,88.68447319971636,-92.9066522415453
hsa-mir-320a,"Lung Diseases, Interstitial|Kidney Neoplasms|Endometrial Neoplasms|Osteoporosis|Prostatic Neoplasms, Castration-Resistant|Prostatic Neoplasms|Carcinoma, Adenoid Cystic|Gastrointestinal Neoplasms|Skin Neoplasms|Neoplasm Metastasis|Gastrointestinal Stromal Tumors|Nasopharyngeal Neoplasms|Adenocarcinoma|Atherosclerosis|Cardiotoxicity|Breast Neoplasms|Melanoma|Carcinoma, Hepatocellular|Lung Neoplasms|Carcinoma, Squamous Cell|Bone Neoplasms|Ovarian Neoplasms|Liver Neoplasms|Urinary Bladder Neoplasms|Carcinoma, Renal Cell|Scleroderma, Systemic|Salivary Gland Neoplasms|Neoplasm Invasiveness|Colonic Neoplasms|Carcinoma, Ovarian Epithelial|Cholangiocarcinoma|Uterine Cervical Neoplasms|Polycystic Ovary Syndrome|Pancreatic Neoplasms|Pre-Eclampsia|Carcinogenesis|Thyroid Cancer, Papillary|Thyroid Neoplasms|Neoplasms, Experimental|Colorectal Neoplasms|Stomach Neoplasms|Placenta Diseases|Chemical and Drug Induced Liver Injury|Cell Transformation, Neoplastic|Heart Diseases|Multiple Sclerosis|Arthritis, Rheumatoid|Osteosarcoma|Squamous Cell Carcinoma of Head and Neck|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Brain Ischemia|Brain Neoplasms|Osteoarthritis|Head and Neck Neoplasms|Leukemia|Helicobacter Infections|Multiple Myeloma|Coronary Artery Disease|Glioma|Carcinoma|Acute Lung Injury|Osteoporosis, Postmenopausal|Adenocarcinoma of Lung|Inflammatory Bowel Diseases|Colitis|Carcinoma, Non-Small-Cell Lung",66,266,39,320,1124.52898148148,92220.2,15,2003,0.590909090909091,2048,1292,701,385,24,-33.7944530886361,54.108160959749966,52.87206212590177,-52.90665224154531
